sequence_id,pattern,arm,repetition,attempt_directory,id,index,request_id,attributes,clock,end_ns,name,parent_id,start_ns,status,wall_ns
ro_dddd_1,DDDD,adaptive,1,ro_dddd_1_r1_adaptive,11,1,ro_dddd_1_t1,{},monotonic_ns,108001512412902,validation,1,108001505573818,ok,6839084
ro_dddd_1,DDDD,adaptive,1,ro_dddd_1_r1_adaptive,1,2,ro_dddd_1_t2,{},monotonic_ns,108041630451881,complete_request,,108001560500858,ok,40069951023
ro_dddd_1,DDDD,adaptive,1,ro_dddd_1_r1_adaptive,2,2,ro_dddd_1_t2,{},monotonic_ns,108006932072254,routing,1,108001567527657,ok,5364544597
ro_dddd_1,DDDD,adaptive,1,ro_dddd_1_r1_adaptive,3,2,ro_dddd_1_t2,"{""easy"": false, ""memory_required"": null, ""memory_source"": ""model"", ""model_size"": ""large"", ""model_size_source"": ""lightweight_large"", ""phase"": ""initial"", ""policy"": ""lightweight_v1"", ""resident_hint"": ""qwen3:1.7b"", ""small_streak"": 0}",monotonic_ns,108001577660151,deterministic_routing,2,108001571415192,ok,6244959
ro_dddd_1,DDDD,adaptive,1,ro_dddd_1_r1_adaptive,4,2,ro_dddd_1_t2,{},monotonic_ns,108006915153316,memory_classifier,2,108001583160648,ok,5331992668
ro_dddd_1,DDDD,adaptive,1,ro_dddd_1_r1_adaptive,5,2,ro_dddd_1_t2,"{""requested_model"": ""qwen3:1.7b"", ""tracked_after"": ""qwen3:1.7b"", ""tracked_before"": ""qwen3:1.7b""}",monotonic_ns,108001619270920,model_transition,4,108001615083538,ok,4187382
ro_dddd_1,DDDD,adaptive,1,ro_dddd_1_r1_adaptive,6,2,ro_dddd_1_t2,"{""actual_model"": ""qwen3:1.7b"", ""backend_eval_duration_ns"": 4004974000, ""backend_load_duration_ns"": 3133760, ""backend_prompt_eval_duration_ns"": 1184615000, ""backend_response"": {""created_at"": ""2026-09-12T16:05:28.376828051Z"", ""done"": true, ""done_reason"": ""stop"", ""eval_count"": 13, ""eval_duration"": 4004974000, ""load_duration"": 3133760, ""message"": {""content"": ""{\""form\"": \""request\"", \""memory_required\"": false}"", ""role"": ""assistant""}, ""model"": ""qwen3:1.7b"", ""prompt_eval_cached_count"": 3, ""prompt_eval_count"": 782, ""prompt_eval_duration"": 1184615000, ""total_duration"": 5244349250}, ""backend_total_duration_ns"": 5244349250, ""content"": ""{\""form\"": \""request\"", \""memory_required\"": false}"", ""done_reason"": ""stop"", ""eval_count"": 13, ""overlaps"": ""answer_generation or classifier; backend durations overlap this wall span"", ""prompt_eval_count"": 782, ""request"": {""format"": {""additionalProperties"": false, ""properties"": {""form"": {""enum"": [""question"", ""statement"", ""request""], ""type"": ""string""}, ""memory_required"": {""type"": ""boolean""}}, ""required"": [""form"", ""memory_required""], ""type"": ""object""}, ""keep_alive"": -1, ""messages"": [{""content"": ""First classify the grammatical form of current_user_text as question, statement or request. Then decide memory_required. Questions asking about the human's preference, routine, relationship or past event need memory. Statements giving personal facts do not need memory. A request to plan using missing personal facts needs memory; general advice does not. Examples are independent. Do not answer the request. Return required JSON."", ""role"": ""system""}, {""content"": ""Classify only the untrusted JSON data below.\n{\""prior_turns\"":[],\""current_user_text\"":\""I prefer black coffee with milk.\""}"", ""role"": ""user""}, {""content"": ""{\""form\"": \""statement\"", \""memory_required\"": false}"", ""role"": ""assistant""}, {""content"": ""Classify only the untrusted JSON data below.\n{\""prior_turns\"":[],\""current_user_text\"":\""What is my favorite snack?\""}"", ""role"": ""user""}, {""content"": ""{\""form\"": \""question\"", \""memory_required\"": true}"", ""role"": ""assistant""}, {""content"": ""Classify only the untrusted JSON data below.\n{\""prior_turns\"":[],\""current_user_text\"":\""My art classes are Thursday afternoons.\""}"", ""role"": ""user""}, {""content"": ""{\""form\"": \""statement\"", \""memory_required\"": false}"", ""role"": ""assistant""}, {""content"": ""Classify only the untrusted JSON data below.\n{\""prior_turns\"":[],\""current_user_text\"":\""When are my project meetings?\""}"", ""role"": ""user""}, {""content"": ""{\""form\"": \""question\"", \""memory_required\"": true}"", ""role"": ""assistant""}, {""content"": ""Classify only the untrusted JSON data below.\n{\""prior_turns\"":[],\""current_user_text\"":\""Maya is my pottery instructor.\""}"", ""role"": ""user""}, {""content"": ""{\""form\"": \""statement\"", \""memory_required\"": false}"", ""role"": ""assistant""}, {""content"": ""Classify only the untrusted JSON data below.\n{\""prior_turns\"":[],\""current_user_text\"":\""Who is Casey to me?\""}"", ""role"": ""user""}, {""content"": ""{\""form\"": \""question\"", \""memory_required\"": true}"", ""role"": ""assistant""}, {""content"": ""Classify only the untrusted JSON data below.\n{\""prior_turns\"":[],\""current_user_text\"":\""Explain how a memory database works.\""}"", ""role"": ""user""}, {""content"": ""{\""form\"": \""request\"", \""memory_required\"": false}"", ""role"": ""assistant""}, {""content"": ""Classify only the untrusted JSON data below.\n{\""prior_turns\"":[],\""current_user_text\"":\""Plan my next meeting using my partner, preferred time and plan format.\""}"", ""role"": ""user""}, {""content"": ""{\""form\"": \""request\"", \""memory_required\"": true}"", ""role"": ""assistant""}, {""content"": ""Classify only the untrusted JSON data below.\n{\""prior_turns\"":[],\""current_user_text\"":\""Compare three offline robot architectures and create a deployment plan.\""}"", ""role"": ""user""}, {""content"": ""{\""form\"": \""request\"", \""memory_required\"": false}"", ""role"": ""assistant""}, {""content"": ""Classify only the untrusted JSON data below.\n{\""prior_turns\"":[],\""current_user_text\"":\""I am stressed after talking to Rina.\""}"", ""role"": ""user""}, {""content"": ""{\""form\"": \""statement\"", \""memory_required\"": false}"", ""role"": ""assistant""}, {""content"": ""Classify only the untrusted JSON data below.\n{\""prior_turns\"":[],\""current_user_text\"":\""What is green tea?\""}"", ""role"": ""user""}, {""content"": ""{\""form\"": \""question\"", \""memory_required\"": false}"", ""role"": ""assistant""}, {""content"": ""Classify only the untrusted JSON data below.\n{\""prior_turns\"":[],\""current_user_text\"":\""Create a detailed contingency plan for recovering an offline application after database corruption.\""}"", ""role"": ""user""}, {""content"": ""{\""form\"": \""request\"", \""memory_required\"": false}"", ""role"": ""assistant""}, {""content"": ""Classify only the untrusted JSON data below.\n{\""prior_turns\"":[],\""current_user_text\"":\""A packing job starts at 09:10. Task A takes 12 minutes, task B takes 7 minutes after A, and task C takes 5 minutes after B. Calculate the finishing time.\""}"", ""role"": ""user""}], ""model"": ""qwen3:1.7b"", ""options"": {""num_ctx"": 2048, ""num_predict"": 192, ""seed"": 42, ""temperature"": 0.0}, ""stream"": false, ""think"": false}, ""requested_model"": ""qwen3:1.7b""}",monotonic_ns,108006883493119,backend_chat,4,108001623532286,ok,5259960833
ro_dddd_1,DDDD,adaptive,1,ro_dddd_1_r1_adaptive,7,2,ro_dddd_1_t2,"{""model"": ""qwen3:1.7b"", ""models"": [{""context_length"": 2048, ""details"": {""families"": [""qwen3""], ""family"": ""qwen3"", ""format"": ""gguf"", ""parameter_size"": ""2.0B"", ""parent_model"": """", ""quantization_level"": ""Q4_K_M""}, ""digest"": ""8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7"", ""expires_at"": ""2318-12-23T19:52:45.233255508+04:00"", ""model"": ""qwen3:1.7b"", ""name"": ""qwen3:1.7b"", ""size"": 1658826258, ""size_vram"": 1098876190}], ""phase"": ""after_backend_call""}",monotonic_ns,108006909649236,residency_audit,4,108006901089798,ok,8559438
ro_dddd_1,DDDD,adaptive,1,ro_dddd_1_r1_adaptive,8,2,ro_dddd_1_t2,"{""memory_required"": false, ""memory_source"": ""resident_model"", ""model_size"": ""large"", ""model_size_source"": ""lightweight_large"", ""phase"": ""final"", ""policy"": ""lightweight_v1"", ""resident_hint"": ""qwen3:1.7b"", ""small_streak"": 0}",monotonic_ns,108006925874079,deterministic_routing,2,108006920793848,ok,5080231
ro_dddd_1,DDDD,adaptive,1,ro_dddd_1_r1_adaptive,9,2,ro_dddd_1_t2,"{""actual_model"": ""qwen3:1.7b"", ""content"": ""{\""speech\"":\""The task starts at 09:10. Task A takes 12 minutes, so it ends at 09:22. Task B takes 7 minutes, ending at 09:29. Task C takes 5 minutes, ending at 09:34. The finishing time is 09:34.\"",\""gesture_id\"":\""NO_ACTION\"",\""memory_used\"":[]}"", ""model"": ""qwen3:1.7b"", ""request"": {""messages"": [{""content"": ""You are a concise, friendly assistant running fully offline on a household companion robot. Be honest about uncertainty and never claim that a physical action occurred.\n\nReturn only JSON fields speech, gesture_id, memory_used. Answer ordinary informational and planning requests now, including offline. Assume reasonable missing details; do not refuse for missing details/access. Compare, recommend, plan. gesture_id must be \""NO_ACTION\"". No verified personal-memory records were supplied for this turn, so memory_used must be an empty array. Start with the answer itself. Do not merely say what you can or will do; include the requested reasoning and plan now. Human facts use \""you\""/\""your\""; never copy \""the user\"" or use robot \""I\""/\""my\"". Never invent personal time/date/name/relationship beyond request/memory. Complete JSON in at most 80 speech words. Speech must not say or imply that you performed a physical action."", ""role"": ""system""}, {""content"": ""What is the number of usable cups in seven crates of six cups each after five damaged cups are removed? Explain the calculation briefly."", ""role"": ""user""}, {""content"": ""{\""speech\"":\""There are 7 crates × 6 cups = 42 cups total. After 5 damaged cups are removed, 42 - 5 = 37 usable cups.\"",\""gesture_id\"":\""NO_ACTION\"",\""memory_used\"":[]}"", ""role"": ""assistant""}, {""content"": ""APPLICATION_REQUEST=\""A packing job starts at 09:10. Task A takes 12 minutes, task B takes 7 minutes after A, and task C takes 5 minutes after B. Calculate the finishing time.\""\nRESPONSE_RULE=Complete APPLICATION_REQUEST now; start with the answer. Use one line of plain spoken English: no LaTeX, backslashes or line breaks. Aim for at most 80 speech words. Match requested format, counts and constraints. Use concrete details, not promises to provide details later. Check that your conclusion follows from your explanation; correct false premises. State uncertainty when facts are missing. Never invent settings, resources, guarantees or completed actions. Do not speak JSON field names, memory selectors or provenance."", ""role"": ""user""}], ""model"": ""qwen3:1.7b"", ""response_format"": {""additionalProperties"": false, ""properties"": {""gesture_id"": {""enum"": [""NO_ACTION""], ""type"": ""string""}, ""memory_used"": {""description"": ""Machine-only selector values for every supplied fact used. Leave empty when no supplied record is relevant."", ""items"": {""type"": ""string""}, ""maxItems"": 0, ""type"": ""array""}, ""speech"": {""description"": ""Answer prose only. Put selector values exclusively in memory_used; never add parenthetical provenance. Compare dates directly. Never claim a physical action occurred."", ""maxLength"": 1200, ""minLength"": 1, ""type"": ""string""}}, ""required"": [""speech"", ""gesture_id"", ""memory_used""], ""type"": ""object""}}}",monotonic_ns,108041614780104,answer_generation,1,108006939067820,ok,34675712284
ro_dddd_1,DDDD,adaptive,1,ro_dddd_1_r1_adaptive,10,2,ro_dddd_1_t2,"{""requested_model"": ""qwen3:1.7b"", ""tracked_after"": ""qwen3:1.7b"", ""tracked_before"": ""qwen3:1.7b""}",monotonic_ns,108006975126444,model_transition,9,108006965569449,ok,9556995
ro_dddd_1,DDDD,adaptive,1,ro_dddd_1_r1_adaptive,11,2,ro_dddd_1_t2,"{""actual_model"": ""qwen3:1.7b"", ""backend_eval_duration_ns"": 34004405000, ""backend_load_duration_ns"": 2234221, ""backend_prompt_eval_duration_ns"": 474142000, ""backend_response"": {""created_at"": ""2026-09-12T16:06:03.079372463Z"", ""done"": true, ""done_reason"": ""stop"", ""eval_count"": 88, ""eval_duration"": 34004405000, ""load_duration"": 2234221, ""message"": {""content"": ""{\""speech\"":\""The task starts at 09:10. Task A takes 12 minutes, so it ends at 09:22. Task B takes 7 minutes, ending at 09:29. Task C takes 5 minutes, ending at 09:34. The finishing time is 09:34.\"",\""gesture_id\"":\""NO_ACTION\"",\""memory_used\"":[]}"", ""role"": ""assistant""}, ""model"": ""qwen3:1.7b"", ""prompt_eval_cached_count"": 192, ""prompt_eval_count"": 442, ""prompt_eval_duration"": 474142000, ""total_duration"": 34590516335}, ""backend_total_duration_ns"": 34590516335, ""content"": ""{\""speech\"":\""The task starts at 09:10. Task A takes 12 minutes, so it ends at 09:22. Task B takes 7 minutes, ending at 09:29. Task C takes 5 minutes, ending at 09:34. The finishing time is 09:34.\"",\""gesture_id\"":\""NO_ACTION\"",\""memory_used\"":[]}"", ""done_reason"": ""stop"", ""eval_count"": 88, ""overlaps"": ""answer_generation or classifier; backend durations overlap this wall span"", ""prompt_eval_count"": 442, ""request"": {""format"": {""additionalProperties"": false, ""properties"": {""gesture_id"": {""enum"": [""NO_ACTION""], ""type"": ""string""}, ""memory_used"": {""description"": ""Machine-only selector values for every supplied fact used. Leave empty when no supplied record is relevant."", ""items"": {""type"": ""string""}, ""maxItems"": 0, ""type"": ""array""}, ""speech"": {""description"": ""Answer prose only. Put selector values exclusively in memory_used; never add parenthetical provenance. Compare dates directly. Never claim a physical action occurred."", ""maxLength"": 1200, ""minLength"": 1, ""type"": ""string""}}, ""required"": [""speech"", ""gesture_id"", ""memory_used""], ""type"": ""object""}, ""keep_alive"": -1, ""messages"": [{""content"": ""You are a concise, friendly assistant running fully offline on a household companion robot. Be honest about uncertainty and never claim that a physical action occurred.\n\nReturn only JSON fields speech, gesture_id, memory_used. Answer ordinary informational and planning requests now, including offline. Assume reasonable missing details; do not refuse for missing details/access. Compare, recommend, plan. gesture_id must be \""NO_ACTION\"". No verified personal-memory records were supplied for this turn, so memory_used must be an empty array. Start with the answer itself. Do not merely say what you can or will do; include the requested reasoning and plan now. Human facts use \""you\""/\""your\""; never copy \""the user\"" or use robot \""I\""/\""my\"". Never invent personal time/date/name/relationship beyond request/memory. Complete JSON in at most 80 speech words. Speech must not say or imply that you performed a physical action."", ""role"": ""system""}, {""content"": ""What is the number of usable cups in seven crates of six cups each after five damaged cups are removed? Explain the calculation briefly."", ""role"": ""user""}, {""content"": ""{\""speech\"":\""There are 7 crates × 6 cups = 42 cups total. After 5 damaged cups are removed, 42 - 5 = 37 usable cups.\"",\""gesture_id\"":\""NO_ACTION\"",\""memory_used\"":[]}"", ""role"": ""assistant""}, {""content"": ""APPLICATION_REQUEST=\""A packing job starts at 09:10. Task A takes 12 minutes, task B takes 7 minutes after A, and task C takes 5 minutes after B. Calculate the finishing time.\""\nRESPONSE_RULE=Complete APPLICATION_REQUEST now; start with the answer. Use one line of plain spoken English: no LaTeX, backslashes or line breaks. Aim for at most 80 speech words. Match requested format, counts and constraints. Use concrete details, not promises to provide details later. Check that your conclusion follows from your explanation; correct false premises. State uncertainty when facts are missing. Never invent settings, resources, guarantees or completed actions. Do not speak JSON field names, memory selectors or provenance."", ""role"": ""user""}], ""model"": ""qwen3:1.7b"", ""options"": {""num_ctx"": 2048, ""num_predict"": 192, ""seed"": 42, ""temperature"": 0.0}, ""stream"": false, ""think"": false}, ""requested_model"": ""qwen3:1.7b""}",monotonic_ns,108041587125298,backend_chat,9,108006981646513,ok,34605478785
ro_dddd_1,DDDD,adaptive,1,ro_dddd_1_r1_adaptive,12,2,ro_dddd_1_t2,"{""model"": ""qwen3:1.7b"", ""models"": [{""context_length"": 2048, ""details"": {""families"": [""qwen3""], ""family"": ""qwen3"", ""format"": ""gguf"", ""parameter_size"": ""2.0B"", ""parent_model"": """", ""quantization_level"": ""Q4_K_M""}, ""digest"": ""8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7"", ""expires_at"": ""2318-12-23T19:53:19.934445268+04:00"", ""model"": ""qwen3:1.7b"", ""name"": ""qwen3:1.7b"", ""size"": 1658826258, ""size_vram"": 1098876190}], ""phase"": ""after_backend_call""}",monotonic_ns,108041608757901,residency_audit,9,108041602868500,ok,5889401
ro_dddd_1,DDDD,adaptive,1,ro_dddd_1_r1_adaptive,13,2,ro_dddd_1_t2,{},monotonic_ns,108041625022042,validation,1,108041620877413,ok,4144629
ro_dddd_1,DDDD,adaptive,1,ro_dddd_1_r1_adaptive,1,3,ro_dddd_1_t3,{},monotonic_ns,108057788644515,complete_request,,108041677587566,ok,16111056949
ro_dddd_1,DDDD,adaptive,1,ro_dddd_1_r1_adaptive,2,3,ro_dddd_1_t3,{},monotonic_ns,108046632323637,routing,1,108041682267790,ok,4950055847
ro_dddd_1,DDDD,adaptive,1,ro_dddd_1_r1_adaptive,3,3,ro_dddd_1_t3,"{""easy"": false, ""memory_required"": null, ""memory_source"": ""model"", ""model_size"": ""large"", ""model_size_source"": ""lightweight_large"", ""phase"": ""initial"", ""policy"": ""lightweight_v1"", ""resident_hint"": ""qwen3:1.7b"", ""small_streak"": 0}",monotonic_ns,108041693190414,deterministic_routing,2,108041688309226,ok,4881188
ro_dddd_1,DDDD,adaptive,1,ro_dddd_1_r1_adaptive,4,3,ro_dddd_1_t3,{},monotonic_ns,108046614139328,memory_classifier,2,108041697426021,ok,4916713307
ro_dddd_1,DDDD,adaptive,1,ro_dddd_1_r1_adaptive,5,3,ro_dddd_1_t3,"{""requested_model"": ""qwen3:1.7b"", ""tracked_after"": ""qwen3:1.7b"", ""tracked_before"": ""qwen3:1.7b""}",monotonic_ns,108041728186043,model_transition,4,108041721694198,ok,6491845
